web-scraper-order,web-scraper-start-url,link,link-href,brand-name
"1647878065-2336","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/remember","Remember"
"1647877772-2209","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/lundholm","Lundholm"
"1647878028-2320","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/bornnaked","BORNNAKED"
"1647877478-2080","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/studio-97","Studio 97"
"1647877951-2286","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/hollandsche-waaren","Hollandsche Waaren"
"1647877088-1912","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/bendl","Bendl"
"1647877813-2227","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/blue-barn-jeans","Blue Barn Jeans"
"1647877581-2126","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/frank-1967","Frank 1967"
"1647877263-1989","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/west-coast-general-store-vof","West Coast General Store"
"1647877507-2093","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/bagyourplant","BagYourPlant"
"1647877120-1926","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/pureshopping","FloralKings"
"1647877397-2044","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/designed-by-man","Designed by Man"
"1647877005-1876","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/handels-onderneming-bladt","Julian's Grills"
"1647877359-2027","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/warehouse-for-kids","Warehouse for Kids"
"1647877802-2222","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/rebottled","Rebottled"
"1647877985-2301","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/urban-cotton","Urban Cotton"
"1647877054-1897","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/tienenmiep","TINAs Sewing Studio"
"1647877729-2190","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/living-nature","Living Nature"
"1647877160-1944","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/bambooya","Bambooya"
"1647877404-2047","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/baby-stars","Baby Stars"
"1647877876-2253","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/weddingmusthave","Weddingmusthave"
"1647877822-2231","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/yousea","YouSea"
"1647876985-1867","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/schoolfotoboek","Schoolfotoboek"
"1647877722-2187","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/nordics","Nordics"
"1647877838-2238","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/muima","Muima"
"1647877205-1963","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/household-hardware","Household Hardware"
"1647877604-2136","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/cottonbaby","Cottonbaby"
"1647877577-2124","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/klepper-klepper","Klepper & Klepper"
"1647877332-2016","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/textielsupply","Textielsupply"
"1647877532-2104","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/chewies-more","Chewies & More"
"1647877552-2113","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/asdm-bv","Saules Fabrika Candles"
"1647877885-2257","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/liefs-van-roos","Liefs van Roos"
"1647877917-2271","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/vase-the-world","Vase The World"
"1647877855-2245","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/the-green-style","The Green Style"
"1647877595-2132","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/thalien","THALIEN"
"1647878005-2310","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/yoshiko","YOSHIKO"
"1647877494-2087","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/zuivere-koffie","Zuivere Koffie"
"1647877868-2250","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/veer-carpets","Veer Carpets"
"1647877695-2175","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/by-lout","By Lout"
"1647877310-2010","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/helemaalshea","HelemaalShea"
"1647877422-2055","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/barkzie","barkzie"
"1647877395-2043","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/wild-poppies","Wild Poppies"
"1647877501-2090","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/awaken-by-nature","Awaken by Nature"
"1647876974-1862","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/conperial","Chey Haircare"
"1647877270-1992","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/little-indians-bv","Little Indians Kidswear"
"1647877433-2060","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/keshi-studio","KESHI studio"
"1647877735-2193","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/la-fraicheur","La Fraîcheur®"
"1647877039-1891","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/hickory","Hickory"
"1647877608-2138","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/never-naked","NEVER NAKED"
"1647878069-2338","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/oolaboo","Oolaboo"
"1647877072-1905","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/marli-goods","Marli Goods"
"1647876932-1844","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/the-good-brand","The Good Brand"
"1647877528-2102","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/nix-kix","Nix & Kix"
"1647877241-1979","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/murale","Sferico"
"1647877147-1938","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/lunjatea","LunjaTea"
"1647877648-2154","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/dutch-nitrate-bv","Dutch Nitrate B.V."
"1647878067-2337","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/lastories","Lastories"
"1647878042-2326","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/coloring-method","Coloring Method"
"1647877664-2161","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/bonnie-studios","Bonnie Studios"
"1647877668-2163","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/meri-lou-living","Meri-Lou Living"
"1647877972-2295","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/ellastiek","Ellastiek"
"1647877124-1928","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/opus15","Opus15"
"1647877449-2067","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/elicious","Elicious"
"1647877781-2213","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/cicide-jewelry-amsterdam","CiCi'De Jewelry Amsterdam"
"1647877225-1972","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/yummygums","Yummygums France"
"1647877942-2282","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/woodlane-product","Woodlane"
"1647877223-1971","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/solid-only-bv","Solid Only"
"1647877834-2236","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/may21","May21"
"1647877793-2218","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/key-moments","Key Moments"
"1647877641-2151","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/moonie-by-mila","Moonie by Mila"
"1647877650-2155","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/pot-vol-liefde","Pot Vol Liefde"
"1647877438-2062","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/celebrate-what-you-eat","Celebrate What You Eat"
"1647877454-2069","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/freshdrip","FRESHDRIP"
"1647877820-2230","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/vers-van-de-pers","Vers van de pers"
"1647876969-1860","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/pimsa","Pimsa Kidswear"
"1647877342-2020","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/kobe","Kobe - by Kikkerland"
"1647877093-1914","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/seemly","Seemly"
"1647877283-1998","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/esva-design","Esva Design"
"1647877392-2042","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/myrte","MYRTE"
"1647876996-1872","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/paulies-ginger-1760087153180673","Paulies Ginger"
"1647878049-2329","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/rorstrand","Rörstrand"
"1647877996-2306","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/koestert","Koestert"
"1647877211-1966","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/by-lindsay-babyfashion","by Lindsay babyfashion"
"1647877903-2265","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/ruig-geroest","Ruig & Geroest"
"1647877763-2205","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/comello","Comello"
"1647876935-1845","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/x-performance-bv","X Performance B.V."
"1647877207-1964","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/coolbrands-bv","Cocora.nl"
"1647877871-2251","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/fire-art","Fire-Art"
"1647877140-1935","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/arte-zayne-bv","Arte & Zayne"
"1647877534-2105","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/calandborgh","Calandborgh - Dutch Candy People"
"1647877637-2149","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/atmk","Best by ATMK"
"1647877001-1874","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/goodlifehacks","Goodlifehacks"
"1647877261-1988","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/paperstation","My Paperstation"
"1647877483-2082","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/ginou","Ginou"
"1647877279-1996","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/goose-projects-bv","green-goose"
"1647877702-2178","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/wasabi-label","Wasabi Label"
"1647877543-2109","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/madhura-bags","Madhura Bags"
"1647877145-1937","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/1844-notebooks","1844 Notebooks"
"1647877624-2145","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/gula-dog-apparel","GULA DOG CARE"
"1647877572-2122","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/reboot-optics","Reboot Optics"
"1647877138-1934","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/malou-bron","Malou Bron"
"1647877476-2079","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/pura","Pura"
"1647877021-1883","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/la-olivia-kids","La Olivia Kids"
"1647877990-2303","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/brandthout","BRANDTHOUT"
"1647877655-2157","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/bonababy","BonaBaby"
"1647876992-1870","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/fashion-goodiez","Fashion Goodiez"
"1647877460-2072","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/tafel-parasol","Tafel Parasol"
"1647877744-2197","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/swiss-pro-holding-bv","Swiss Pro+"
"1647878032-2322","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/binnenwout-bv","Wout"
"1647877156-1942","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/i-catchers-bv","I-Catchers B.V."
"1647877288-2000","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/smpl","SMPL Skincare"
"1647877286-1999","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/browtycoon-bv","Browtycoon"
"1647877859-2247","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/bartsbeans","Bartsbeans"
"1647877852-2244","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/creations-of-happiness","Creations of Happiness"
"1647877277-1995","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/collectivwarehouse","CollectivWarehouse"
"1647877861-2248","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/house-of-postcards","House of postcards"
"1647877815-2228","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/lots4all","Lots4all"
"1647877994-2305","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/wijnpaal-bv","Wijnpaal"
"1647877313-2011","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/bystudio-steef","Bystudio-Steef"
"1647877760-2204","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/camps-camps","Camps & Camps"
"1647876947-1850","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/studio-tekst-en-tekening","Studio Tekst en Tekening"
"1647878016-2315","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/wood-watch","WoodWatch"
"1647877209-1965","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/now-organic-international-bv","Go Now"
"1647877901-2264","https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL","","https://www.orderchamp.com/nl/store/200-fahrenheit-bv-tenderflame-503549376692225","Tenderflame | by DMJ Outdoor B.V."
