,web-scraper-order,web-scraper-start-url,link,link-href,brand-name,Website
98,1647877188-1956,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/nextpage-edesign,Party-cap.com,https://party-cap.com/
99,1647876967-1859,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/mayoneur-bv,MAYONEUR,https://www.mayoneur.com/
100,1647877370-2032,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/bunnies-jr,Bunnies jr,https://www.bunnies.nl/
101,1647877216-1968,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/puabi,PUABI,https://en.wikipedia.org/wiki/Puabi
102,1647878636-2585,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/ping-he-art,Ping He Art,https://www.pinghe.art/
103,1647877481-2081,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/to-remember,To Remember,https://www.merriam-webster.com/thesaurus/remember
104,1647877010-1878,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/sompex-benelux,Sompex Benelux,https://www.instagram.com/sompexbenelux/?hl=en
105,1647878528-2537,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/oh-oh-socks-bv,Oh Oh Socks,https://www.ohoh-socks.nl/
106,1647877436-2061,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/curve-and-you,Curve and You,https://www.curveandyou.com/
107,1647878327-2452,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/jajem,JAJEM,https://en.wiktionary.org/wiki/jajem
108,1647878088-2346,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/broombinders-bv,Heroes on Socks,https://heroes-onsocks.com/
109,1647878755-2637,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/brink-campman,Brink & Campman,https://www.brinkandcampman.com/
110,1647878284-2433,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/origami-zoo,Origami Zoo,https://www.amazon.com/Origami-Zoo-Amazing-Collection-Animals/dp/0312040156
111,1647877892-2260,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/liefs-van-emma,Liefs van Emma,https://liefsvanemma.nl/
112,1647877427-2057,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/sella-molenaar,Sella Molenaar,https://www.sellamolenaar.com/
113,1647877777-2211,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/saumur-interior-styling,SAUMUR Iabel,https://www.instagram.com/saumurlabel/?hl=en
114,1647877795-2219,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/beachie,Beachie,https://www.urbandictionary.com/define.php?term=beachie
115,1647877256-1986,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/joy-kitchen,Joy Kitchen,https://mnjoykitchen.com/
116,1647877274-1994,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/sprankelz,DayaOliva,https://www.instagram.com/dayaoliva3/
117,1647878192-2392,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/snippers,Snippers,https://www.facebook.com/snippersmonroeville/
118,1647878368-2470,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/Bubbles-Natural-Bodycare,Bubbles Natural Bodycare,https://www.bubblesbodycare.com/en_GB/
119,1647878352-2463,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/dutch-harvest-hemp-tea,Dutch Harvest hemp tea,https://dutchharvest.org/en/hemp-tea/organic_hemp-tea/
120,1647878065-2336,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/remember,Remember,https://www.merriam-webster.com/dictionary/remember
121,1647877772-2209,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/lundholm,Lundholm,https://www.swedishamerican.org/locations/lundholm-orthopedics
122,1647878028-2320,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/bornnaked,BORNNAKED,https://en.wikipedia.org/wiki/Born_Naked
123,1647878462-2508,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/nuud,nuud care - fresh armpits worldwide,https://nuudcare.com/
124,1647877478-2080,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/studio-97,Studio 97,https://www.facebook.com/pages/category/Hair-Salon/Studio-97-227265834101756/
125,1647877951-2286,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/hollandsche-waaren,Hollandsche Waaren,https://www.hollandschewaaren.nl/
126,1647877088-1912,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/bendl,Bendl,https://en.wikipedia.org/wiki/Karel_Bendl
127,1647878907-2705,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/nynkeontwerpt,NynkeOntwerpt,https://www.nynkeontwerpt.nl/
128,1647877813-2227,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/blue-barn-jeans,Blue Barn Jeans,https://www.instagram.com/bluebarnjeans/?hl=en
129,1647878160-2378,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/sockmyballz,SøckMyBallz | Støfzuigergeuren,https://www.instagram.com/sockmyballz/?hl=en
130,1647878266-2425,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/kind-of-style,Kind of Style,https://images.squarespace-cdn.com/content/v1/5bb68fba797f745a45e940c0/1569288191697-3PGH8TS8EHYKJR83H35K/Type_Casual.jpg?sa=X&ved=2ahUKEwi7ve2ewNz2AhWiVTABHY-HCRMQ_B16BAgDEAI
131,1647877581-2126,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/frank-1967,Frank 1967,https://www.frank1967.com/
132,1647877263-1989,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/west-coast-general-store-vof,West Coast General Store,https://www.instagram.com/westcoastgeneralstore/?hl=en
133,1647877507-2093,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/bagyourplant,BagYourPlant,https://www.bagyourplant.com/
134,1647878228-2408,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/5mm-paper,5mm Paper,https://5mmpaper.com/
135,1647877120-1926,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/pureshopping,FloralKings,https://floralkings.com/
136,1647877397-2044,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/designed-by-man,Designed by Man,https://www.designedbyman.nl/nl/
137,1647878748-2634,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/plant-je-rouw,Plant-je Rouw,https://www.instagram.com/plantjerouw/?hl=en
138,1647878566-2554,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/by-ferial,By Ferial,https://byferial.com/
139,1647877005-1876,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/handels-onderneming-bladt,Julian's Grills,https://www.facebook.com/JuliansBbq/
140,1647877359-2027,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/warehouse-for-kids,Warehouse for Kids,https://www.kidswhs.com/
141,1647877802-2222,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/rebottled,Rebottled,https://rebottled.com/
142,1647877985-2301,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/urban-cotton,Urban Cotton,https://www.instagram.com/urbancottonamsterdam/?hl=en
